,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
80,2016,32.0,IC.WEF.LLCD.FE,AFG,Afghanistan,South Asia,Low income,IDA
81,2017,34.0,IC.WEF.LLCD.FE,AFG,Afghanistan,South Asia,Low income,IDA
82,2018,93.0,IC.WEF.LLCD.FE,AFG,Afghanistan,South Asia,Low income,IDA
83,2016,51.0,IC.WEF.LLCD.FE,BTN,Bhutan,South Asia,Lower middle income,IDA
84,2017,71.0,IC.WEF.LLCD.FE,BTN,Bhutan,South Asia,Lower middle income,IDA
85,2018,45.0,IC.WEF.LLCD.FE,BTN,Bhutan,South Asia,Lower middle income,IDA
86,2016,749.0,IC.WEF.LLCD.FE,NPL,Nepal,South Asia,Lower middle income,IDA
87,2017,852.0,IC.WEF.LLCD.FE,NPL,Nepal,South Asia,Lower middle income,IDA
88,2018,963.0,IC.WEF.LLCD.FE,NPL,Nepal,South Asia,Lower middle income,IDA
89,2016,2705.0,IC.WEF.LLCD.FE,PAK,Pakistan,South Asia,Lower middle income,Blend
90,2017,3440.0,IC.WEF.LLCD.FE,PAK,Pakistan,South Asia,Lower middle income,Blend
91,2018,3950.0,IC.WEF.LLCD.FE,PAK,Pakistan,South Asia,Lower middle income,Blend
92,2016,6.1,SI.DST.50MD,BGD,Bangladesh,South Asia,Lower middle income,IDA
93,2017,13.8,SI.DST.50MD,BTN,Bhutan,South Asia,Lower middle income,IDA
94,2016,12.7,SI.DST.50MD,CAN,Canada,North America,High income,Not classified
95,2017,13.2,SI.DST.50MD,CAN,Canada,North America,High income,Not classified
96,2016,9.7,SI.DST.50MD,MDV,Maldives,South Asia,Upper middle income,IDA
97,2018,4.4,SI.DST.50MD,PAK,Pakistan,South Asia,Lower middle income,Blend
98,2016,9.7,SI.DST.50MD,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
99,2016,18.0,SI.DST.50MD,USA,United States,North America,High income,Not classified
100,2017,18.2,SI.DST.50MD,USA,United States,North America,High income,Not classified
101,2018,18.2,SI.DST.50MD,USA,United States,North America,High income,Not classified
102,2016,51.6476783752,SE.PRM.CUAT.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
103,2017,53.1116218567,SE.PRM.CUAT.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
104,2018,54.4736213684,SE.PRM.CUAT.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
105,2019,57.316860199,SE.PRM.CUAT.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
106,2020,58.943359375,SE.PRM.CUAT.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
107,2017,26.7455806732,SE.PRM.CUAT.FE.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
108,2016,36.5361213684,SE.PRM.CUAT.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
109,2017,37.6778411865,SE.PRM.CUAT.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
110,2018,30.5411396027,SE.PRM.CUAT.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
111,2019,42.4178695679,SE.PRM.CUAT.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
112,2016,98.8974685669,SE.PRM.CUAT.FE.ZS,USA,United States,North America,High income,Not classified
113,2018,98.9852600098,SE.PRM.CUAT.FE.ZS,USA,United States,North America,High income,Not classified
114,2020,99.0882110596,SE.PRM.CUAT.FE.ZS,USA,United States,North America,High income,Not classified
115,2016,18186994.0,SP.POP.TOTL.MA.IN,AFG,Afghanistan,South Asia,Low income,IDA
116,2017,18651985.0,SP.POP.TOTL.MA.IN,AFG,Afghanistan,South Asia,Low income,IDA
117,2018,19093043.0,SP.POP.TOTL.MA.IN,AFG,Afghanistan,South Asia,Low income,IDA
118,2019,19529727.0,SP.POP.TOTL.MA.IN,AFG,Afghanistan,South Asia,Low income,IDA
119,2020,19976265.0,SP.POP.TOTL.MA.IN,AFG,Afghanistan,South Asia,Low income,IDA
120,2016,80048910.0,SP.POP.TOTL.MA.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
121,2017,80869068.0,SP.POP.TOTL.MA.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
122,2018,81677117.0,SP.POP.TOTL.MA.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
123,2019,82473791.0,SP.POP.TOTL.MA.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
124,2020,83259108.0,SP.POP.TOTL.MA.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
125,2016,389210.0,SP.POP.TOTL.MA.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
126,2017,394499.0,SP.POP.TOTL.MA.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
127,2018,399810.0,SP.POP.TOTL.MA.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
128,2019,405032.0,SP.POP.TOTL.MA.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
129,2020,410087.0,SP.POP.TOTL.MA.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
130,2016,17906490.0,SP.POP.TOTL.MA.IN,CAN,Canada,North America,High income,Not classified
131,2017,18125530.0,SP.POP.TOTL.MA.IN,CAN,Canada,North America,High income,Not classified
132,2018,18387468.0,SP.POP.TOTL.MA.IN,CAN,Canada,North America,High income,Not classified
133,2019,18654019.0,SP.POP.TOTL.MA.IN,CAN,Canada,North America,High income,Not classified
134,2020,18862750.0,SP.POP.TOTL.MA.IN,CAN,Canada,North America,High income,Not classified
135,2016,688604687.0,SP.POP.TOTL.MA.IN,IND,India,South Asia,Lower middle income,IBRD
136,2017,695880522.0,SP.POP.TOTL.MA.IN,IND,India,South Asia,Lower middle income,IBRD
137,2018,703055580.0,SP.POP.TOTL.MA.IN,IND,India,South Asia,Lower middle income,IBRD
138,2019,710129572.0,SP.POP.TOTL.MA.IN,IND,India,South Asia,Lower middle income,IBRD
139,2020,717100970.0,SP.POP.TOTL.MA.IN,IND,India,South Asia,Lower middle income,IBRD
140,2016,288938.0,SP.POP.TOTL.MA.IN,MDV,Maldives,South Asia,Upper middle income,IDA
141,2017,306973.0,SP.POP.TOTL.MA.IN,MDV,Maldives,South Asia,Upper middle income,IDA
142,2018,323527.0,SP.POP.TOTL.MA.IN,MDV,Maldives,South Asia,Upper middle income,IDA
143,2019,336070.0,SP.POP.TOTL.MA.IN,MDV,Maldives,South Asia,Upper middle income,IDA
144,2020,342928.0,SP.POP.TOTL.MA.IN,MDV,Maldives,South Asia,Upper middle income,IDA
145,2016,12423456.0,SP.POP.TOTL.MA.IN,NPL,Nepal,South Asia,Lower middle income,IDA
146,2017,12554958.0,SP.POP.TOTL.MA.IN,NPL,Nepal,South Asia,Lower middle income,IDA
147,2018,12773619.0,SP.POP.TOTL.MA.IN,NPL,Nepal,South Asia,Lower middle income,IDA
148,2019,13046953.0,SP.POP.TOTL.MA.IN,NPL,Nepal,South Asia,Lower middle income,IDA
149,2020,13348435.0,SP.POP.TOTL.MA.IN,NPL,Nepal,South Asia,Lower middle income,IDA
150,2016,104797415.0,SP.POP.TOTL.MA.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
151,2017,106993868.0,SP.POP.TOTL.MA.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
152,2018,109216763.0,SP.POP.TOTL.MA.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
153,2019,111447581.0,SP.POP.TOTL.MA.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
154,2020,113672007.0,SP.POP.TOTL.MA.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
155,2016,10205812.0,SP.POP.TOTL.MA.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
156,2017,10310132.0,SP.POP.TOTL.MA.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
157,2018,10408791.0,SP.POP.TOTL.MA.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
158,2019,10463418.0,SP.POP.TOTL.MA.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
159,2020,10509851.0,SP.POP.TOTL.MA.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
160,2016,159825817.0,SP.POP.TOTL.MA.IN,USA,United States,North America,High income,Not classified
161,2017,160859432.0,SP.POP.TOTL.MA.IN,USA,United States,North America,High income,Not classified
162,2018,161719493.0,SP.POP.TOTL.MA.IN,USA,United States,North America,High income,Not classified
163,2019,162462628.0,SP.POP.TOTL.MA.IN,USA,United States,North America,High income,Not classified
164,2020,163034623.0,SP.POP.TOTL.MA.IN,USA,United States,North America,High income,Not classified
165,2016,14.347319603,SE.SEC.CUAT.PO.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
166,2017,14.9236602783,SE.SEC.CUAT.PO.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
167,2018,15.5677995682,SE.SEC.CUAT.PO.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
168,2019,16.2052707672,SE.SEC.CUAT.PO.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
169,2020,22.3817501068,SE.SEC.CUAT.PO.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
170,2016,54.7408485413,SE.SEC.CUAT.PO.ZS,BMU,Bermuda,North America,High income,Not classified
171,2017,11.0007400513,SE.SEC.CUAT.PO.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
172,2016,60.4142990112,SE.SEC.CUAT.PO.ZS,CAN,Canada,North America,High income,Not classified
173,2016,8.7533102036,SE.SEC.CUAT.PO.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
174,2017,8.6503295898,SE.SEC.CUAT.PO.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
175,2018,3.1743299961,SE.SEC.CUAT.PO.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
176,2019,4.1466298103,SE.SEC.CUAT.PO.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
177,2018,45.1679115295,SE.SEC.CUAT.PO.ZS,USA,United States,North America,High income,Not classified
178,2016,75.618850708,SE.ADT.LITR.MA.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
179,2017,75.7023620605,SE.ADT.LITR.MA.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
180,2018,76.6692581177,SE.ADT.LITR.MA.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
181,2019,77.4414901733,SE.ADT.LITR.MA.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
182,2020,77.8167114258,SE.ADT.LITR.MA.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
183,2017,75.0198516846,SE.ADT.LITR.MA.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
184,2018,82.3667068481,SE.ADT.LITR.MA.ZS,IND,India,South Asia,Lower middle income,IBRD
185,2016,97.2989273071,SE.ADT.LITR.MA.ZS,MDV,Maldives,South Asia,Upper middle income,IDA
186,2018,78.5913391113,SE.ADT.LITR.MA.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
187,2017,71.1159973145,SE.ADT.LITR.MA.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
188,2018,69.2765808105,SE.ADT.LITR.MA.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
189,2019,69.2874603271,SE.ADT.LITR.MA.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
190,2016,93.4558868408,SE.ADT.LITR.MA.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
191,2017,92.9805526733,SE.ADT.LITR.MA.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
192,2018,92.7729263306,SE.ADT.LITR.MA.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
193,2019,93.0313568115,SE.ADT.LITR.MA.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
194,2016,69.8972091675,SE.ADT.LITR.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
195,2017,70.0857009888,SE.ADT.LITR.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
196,2018,71.1819381714,SE.ADT.LITR.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
197,2019,71.948387146,SE.ADT.LITR.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
198,2020,72.0047836304,SE.ADT.LITR.FE.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
199,2017,57.0836181641,SE.ADT.LITR.FE.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
200,2018,65.7908096313,SE.ADT.LITR.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
201,2016,98.1147079468,SE.ADT.LITR.FE.ZS,MDV,Maldives,South Asia,Upper middle income,IDA
202,2018,59.7244300842,SE.ADT.LITR.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
203,2017,46.4676704407,SE.ADT.LITR.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
204,2018,45.398399353,SE.ADT.LITR.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
205,2019,46.4900398254,SE.ADT.LITR.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
206,2016,91.4861068726,SE.ADT.LITR.FE.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
207,2017,90.970741272,SE.ADT.LITR.FE.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
208,2018,90.7956008911,SE.ADT.LITR.FE.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
209,2019,91.580871582,SE.ADT.LITR.FE.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
210,2016,17196034.0,SP.POP.TOTL.FE.IN,AFG,Afghanistan,South Asia,Low income,IDA
211,2017,17644126.0,SP.POP.TOTL.FE.IN,AFG,Afghanistan,South Asia,Low income,IDA
212,2018,18078879.0,SP.POP.TOTL.FE.IN,AFG,Afghanistan,South Asia,Low income,IDA
213,2019,18512030.0,SP.POP.TOTL.FE.IN,AFG,Afghanistan,South Asia,Low income,IDA
214,2020,18952076.0,SP.POP.TOTL.FE.IN,AFG,Afghanistan,South Asia,Low income,IDA
215,2016,77928241.0,SP.POP.TOTL.FE.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
216,2017,78816353.0,SP.POP.TOTL.FE.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
217,2018,79699596.0,SP.POP.TOTL.FE.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
218,2019,80572382.0,SP.POP.TOTL.FE.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
219,2020,81430275.0,SP.POP.TOTL.FE.IN,BGD,Bangladesh,South Asia,Lower middle income,IDA
220,2016,347496.0,SP.POP.TOTL.FE.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
221,2017,351064.0,SP.POP.TOTL.FE.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
222,2018,354586.0,SP.POP.TOTL.FE.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
223,2019,358062.0,SP.POP.TOTL.FE.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
224,2020,361525.0,SP.POP.TOTL.FE.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
225,2016,18202997.0,SP.POP.TOTL.FE.IN,CAN,Canada,North America,High income,Not classified
226,2017,18419765.0,SP.POP.TOTL.FE.IN,CAN,Canada,North America,High income,Not classified
227,2018,18677710.0,SP.POP.TOTL.FE.IN,CAN,Canada,North America,High income,Not classified
228,2019,18939365.0,SP.POP.TOTL.FE.IN,CAN,Canada,North America,High income,Not classified
229,2020,19142488.0,SP.POP.TOTL.FE.IN,CAN,Canada,North America,High income,Not classified
230,2016,635912563.0,SP.POP.TOTL.FE.IN,IND,India,South Asia,Lower middle income,IBRD
231,2017,642796257.0,SP.POP.TOTL.FE.IN,IND,India,South Asia,Lower middle income,IBRD
232,2018,649586703.0,SP.POP.TOTL.FE.IN,IND,India,South Asia,Lower middle income,IBRD
233,2019,656288184.0,SP.POP.TOTL.FE.IN,IND,India,South Asia,Lower middle income,IBRD
234,2020,662903415.0,SP.POP.TOTL.FE.IN,IND,India,South Asia,Lower middle income,IBRD
235,2016,186567.0,SP.POP.TOTL.FE.IN,MDV,Maldives,South Asia,Upper middle income,IDA
236,2017,189425.0,SP.POP.TOTL.FE.IN,MDV,Maldives,South Asia,Upper middle income,IDA
237,2018,192177.0,SP.POP.TOTL.FE.IN,MDV,Maldives,South Asia,Upper middle income,IDA
238,2019,194887.0,SP.POP.TOTL.FE.IN,MDV,Maldives,South Asia,Upper middle income,IDA
239,2020,197614.0,SP.POP.TOTL.FE.IN,MDV,Maldives,South Asia,Upper middle income,IDA
240,2016,14839974.0,SP.POP.TOTL.FE.IN,NPL,Nepal,South Asia,Lower middle income,IDA
241,2017,15077724.0,SP.POP.TOTL.FE.IN,NPL,Nepal,South Asia,Lower middle income,IDA
242,2018,15322093.0,SP.POP.TOTL.FE.IN,NPL,Nepal,South Asia,Lower middle income,IDA
243,2019,15561762.0,SP.POP.TOTL.FE.IN,NPL,Nepal,South Asia,Lower middle income,IDA
244,2020,15788373.0,SP.POP.TOTL.FE.IN,NPL,Nepal,South Asia,Lower middle income,IDA
245,2016,98833941.0,SP.POP.TOTL.FE.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
246,2017,100912342.0,SP.POP.TOTL.FE.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
247,2018,103011525.0,SP.POP.TOTL.FE.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
248,2019,105117736.0,SP.POP.TOTL.FE.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
249,2020,107220324.0,SP.POP.TOTL.FE.IN,PAK,Pakistan,South Asia,Lower middle income,Blend
250,2016,10997188.0,SP.POP.TOTL.FE.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
251,2017,11133868.0,SP.POP.TOTL.FE.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
252,2018,11261209.0,SP.POP.TOTL.FE.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
253,2019,11339582.0,SP.POP.TOTL.FE.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
254,2020,11409149.0,SP.POP.TOTL.FE.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
255,2016,163245938.0,SP.POP.TOTL.FE.IN,USA,United States,North America,High income,Not classified
256,2017,164262696.0,SP.POP.TOTL.FE.IN,USA,United States,North America,High income,Not classified
257,2018,165118706.0,SP.POP.TOTL.FE.IN,USA,United States,North America,High income,Not classified
258,2019,165867325.0,SP.POP.TOTL.FE.IN,USA,United States,North America,High income,Not classified
259,2020,166449500.0,SP.POP.TOTL.FE.IN,USA,United States,North America,High income,Not classified
260,2016,87.9417880743,SP.POP.DPND,AFG,Afghanistan,South Asia,Low income,IDA
261,2017,86.0007546393,SP.POP.DPND,AFG,Afghanistan,South Asia,Low income,IDA
262,2018,84.0776554602,SP.POP.DPND,AFG,Afghanistan,South Asia,Low income,IDA
263,2019,82.1097716002,SP.POP.DPND,AFG,Afghanistan,South Asia,Low income,IDA
264,2020,80.0882594984,SP.POP.DPND,AFG,Afghanistan,South Asia,Low income,IDA
265,2016,51.2600187752,SP.POP.DPND,BGD,Bangladesh,South Asia,Lower middle income,IDA
266,2017,50.0916977633,SP.POP.DPND,BGD,Bangladesh,South Asia,Lower middle income,IDA
267,2018,48.952298416,SP.POP.DPND,BGD,Bangladesh,South Asia,Lower middle income,IDA
268,2019,47.9174337711,SP.POP.DPND,BGD,Bangladesh,South Asia,Lower middle income,IDA
269,2020,47.0189228498,SP.POP.DPND,BGD,Bangladesh,South Asia,Lower middle income,IDA
270,2016,48.3353434719,SP.POP.DPND,BTN,Bhutan,South Asia,Lower middle income,IDA
271,2017,47.371552479,SP.POP.DPND,BTN,Bhutan,South Asia,Lower middle income,IDA
272,2018,46.5724094651,SP.POP.DPND,BTN,Bhutan,South Asia,Lower middle income,IDA
273,2019,45.8432158768,SP.POP.DPND,BTN,Bhutan,South Asia,Lower middle income,IDA
